x1,x2,x3,MCSI
123.966914126015,18.8621677632676,0.740098054599338,NaN
12.1551046483644,9.00865583167631,0.939549399763924,NaN
16.9640828446531,17.7952665030207,0.24535130702617,NaN
63.2232335639777,23.2983625076749,0.724134407996273,NaN
67.8143190860491,18.4514489172125,0.904792432411433,NaN
9.81149254618525,41.309496413327,0.273188839148443,NaN
25.6017522505497,43.0405894136219,0.201332188738629,NaN
194.584819637243,0.0870860444343813,0.809567178669604,NaN
75.3585985846605,25.0681530219458,0.0848272001712285,NaN
113.420248229082,2.71961258928273,0.666576419547587,NaN
122.711614645447,36.8116742361706,0.227856198697236,NaN
30.4270585768838,4.74458152060513,0.7878303651042,NaN
119.017714619876,52.8534543772013,0.221951020451141,NaN
112.946914232514,39.0445563849222,0.507256114966714,NaN
50.6858951368026,48.7623336116737,0.0973259422181985,NaN
106.848317766371,13.156198793229,0.92785192205974,NaN
128.955226438267,51.140456884235,0.616035352085113,NaN
16.6215166388141,49.1084486112897,0.94670073527963,NaN
183.691324781975,3.67221769373779,0.525385677551502,NaN
159.968561711132,29.7396248643943,0.769026495020995,NaN
134.78783707025,9.57411380892362,0.275643367391519,NaN
165.609521053479,47.489310997085,0.521120754104535,NaN
49.4223642467445,38.9576788180744,0.633033601779646,NaN
146.086938972383,57.357780483202,0.584422809347758,NaN
90.8416726516577,27.5554770145465,0.737618329142172,NaN
75.3308807997714,2.88787957363162,0.067538852584116,NaN
23.374013590137,41.2673547015504,0.797922146250794,NaN
147.994784288033,0.733534522168253,0.780274780455057,NaN
171.798480369697,18.9333944646109,0.506111223550133,NaN
112.114005446444,2.67345205314587,0.943135411738604,NaN
