x1,x2,x3,MCSI
197.736791213716,57.6049173758042,0.810883769720189,-14
120.365759136737,20.4763577680409,0.539754398570902,-12
25.931680929861,26.0890592206002,0.519916134404462,-23
105.46518657596,18.618619476906,0.195213306795351,-25
30.2048710363606,43.0977752256957,0.22323945845597,-17
137.680178262578,7.17265904242737,0.420111262743636,-13
143.809695009323,2.30056848286875,0.570523178670385,-26
145.875236770985,45.6191329330845,0.391244204534635,-27
70.4494171398111,45.3505921224505,0.061111853482367,-13
118.688657359636,29.3813031486914,0.79977930574023,-23
138.520508890389,34.2992725295701,0.272082588603084,-21
135.36718290808,51.3606238452633,0.0899701493497423,-12
161.571469536362,13.223004658848,0.0813804875068594,-25
1.51233305838554,3.20691748018349,0.989201900409955,-26
70.9739557999664,6.14057769135988,0.985325139451065,-27
103.866502955218,54.6843486750072,0.296128365609529,-28
80.2390228270051,45.008850822886,0.681781494559877,-24
166.221065113016,1.41604384522511,0.465347342797165,-14
198.221934626413,47.8727865431023,0.0485076921103841,-17
66.1975211580796,13.6141898710907,0.415632076114343,-25
125.81021637703,32.7095430658585,0.58414661499237,-28
199.904205361125,16.3256533042212,0.202304264415707,-14
130.677366402097,5.61050556981911,0.488771202530067,-16
165.327934008524,18.1780648758391,0.87581573117415,-19
49.4119444009212,53.1340051299083,0.342317514425107,-13
43.6844588324238,27.8738886531059,0.979952748301246,-24
131.707390871888,3.2165267117074,0.930012448661647,-28
7.24172398626226,24.8960225418672,0.329780360219743,-26
73.5350097363076,18.5469699366744,0.75986494073316,-17
108.708322510287,38.630401151238,0.492168336391837,-13
